"Munícipio","Região Administrativa","Ano","Porte","i-Educ","i-Saúde","i-Planejamento","i-Fiscal","i-Amb","i-Cidade","i-Gov-TI","IEGM","Receita","Despesa","Habitantes"
"Ribeirão dos Índios","Região Administrativa de Presidente Prudente","2016","Muito Pequeno","B","B+","C","B+","C+","C","C","C+","R$ 13,758,054.93","R$ 11,926,246.75","2156"
"Ribeirão dos Índios","Região Administrativa de Presidente Prudente","2017","Muito Pequeno","B","B+","C","C+","C+","C","C","C+","R$ 13,977,777.85","R$ 12,544,095.71","2243"
"Ribeirão dos Índios","Região Administrativa de Presidente Prudente","2014","Muito Pequeno","B","B+","C","B","C+","C+","C","B","R$ 12,269,710.56","R$ 11,479,055.89","2165"
"Ribeirão dos Índios","Região Administrativa de Presidente Prudente","2015","Muito Pequeno","B+","B","C","B+","C+","C","C","B","R$ 12,292,160.08","R$ 11,840,023.16","2160"
"Ribeirão Grande","Região Administrativa de Itapeva","2017","Pequeno","C","B","C","B","B+","B+","C+","C+","R$ 27,222,682.88","R$ 24,670,961.58","7697"
"Ribeirão Grande","Região Administrativa de Itapeva","2015","Pequeno","C+","B","C","B+","B","C+","C","C+","R$ 26,774,113.50","R$ 24,796,712.82","7466"
"Ribeirão Grande","Região Administrativa de Itapeva","2014","Pequeno","B+","A","C","B+","B+","B","C","B","R$ 27,855,385.35","R$ 26,066,446.59","7457"
"Ribeirão Grande","Região Administrativa de Itapeva","2016","Pequeno","C","B+","B+","B","B+","B","C","B","R$ 29,650,146.48","R$ 25,308,330.52","7475"
"Ribeirão Pires","Região Metropolitana de São Paulo","2015","Médio","B","B","B+","B","B","B+","C+","B","R$ 251,586,569.20","R$ 320,924,097.15","116358"
"Ribeirão Pires","Região Metropolitana de São Paulo","2016","Médio","B","B","B","C","B+","B+","B","C","R$ 261,405,932.57","R$ 321,779,348.45","116875"
"Ribeirão Pires","Região Metropolitana de São Paulo","2014","Médio","B+","B+","B+","B+","B+","A","C+","B+","R$ 248,382,165.79","R$ 263,537,425.20","115677"
"Ribeirão Pires","Região Metropolitana de São Paulo","2017","Médio","C","C+","C","C+","C+","B+","B","C","R$ 272,748,530.84","R$ 273,711,160.42","121848"
"Ribeirão Preto","Região Administrativa de Ribeirão Preto","2016","Grande","B+","B+","C","B","A","B","B","B","R$ 2,463,188,927.10","R$ 2,581,038,077.32","654893"
"Ribeirão Preto","Região Administrativa de Ribeirão Preto","2017","Grande","B+","B","C","B","B","C","B","C+","R$ 2,748,501,281.15","R$ 2,497,642,507.29","682302"
"Ribeirão Preto","Região Administrativa de Ribeirão Preto","2015","Grande","B+","B+","C","B","B+","B","B","B","R$ 2,256,930,790.79","R$ 2,292,809,226.65","647862"
"Ribeirão Preto","Região Administrativa de Ribeirão Preto","2014","Grande","A","B+","C","B+","B+","A","B","B","R$ 2,066,665,559.47","R$ 2,062,083,807.04","638796"
"Rifaina","Região Administrativa de Franca","2014","Muito Pequeno","B+","A","B+","B","B","B","C","B+","R$ 25,254,651.20","R$ 28,652,485.57","3447"
"Rifaina","Região Administrativa de Franca","2015","Muito Pequeno","B","A","C+","B+","B","B","C","B","R$ 23,125,029.67","R$ 21,308,266.54","3450"
"Rifaina","Região Administrativa de Franca","2017","Muito Pequeno","C+","B","C","B+","A","B+","C","B","R$ 28,680,251.86","R$ 27,802,575.14","3618"
"Rifaina","Região Administrativa de Franca","2016","Muito Pequeno","B","B+","C+","B+","A","B+","C","B","R$ 27,590,883.66","R$ 26,579,918.75","3454"
"Rincão","Região Administrativa Central","2015","Pequeno","C+","B+","C","C+","B+","C+","B","B","R$ 26,869,807.86","R$ 27,793,377.61","10446"
"Rincão","Região Administrativa Central","2017","Pequeno","B","B","C","C+","C+","C","B","C+","R$ 28,295,122.69","R$ 29,170,877.56","10823"
"Rincão","Região Administrativa Central","2014","Pequeno","B+","B","B","B","B","C","B+","B","R$ 26,387,998.60","R$ 27,339,183.16","10440"
"Rincão","Região Administrativa Central","2016","Pequeno","B+","B","C","B","B+","C+","B","B","R$ 29,536,241.24","R$ 29,808,335.59","10456"
"Rinópolis","Região Administrativa de Marília","2017","Pequeno","C","C","C","B","B+","C+","C","C","R$ 25,812,821.04","R$ 25,769,179.76","10098"
"Rinópolis","Região Administrativa de Marília","2014","Pequeno","B","A","B","B+","B+","C+","B","B+","R$ 22,021,321.36","R$ 22,113,446.49","9838"
"Rinópolis","Região Administrativa de Marília","2016","Pequeno","B","A","C","B","A","C","C","B","R$ 24,815,928.22","R$ 23,740,460.91","9795"
"Rinópolis","Região Administrativa de Marília","2015","Pequeno","C+","B+","C","B","B+","C","C+","B","R$ 21,680,907.14","R$ 23,721,214.32","9813"
"Rio Claro","Região Administrativa de Campinas","2017","Grande","B","C+","C","C","B","B+","B","C","R$ 746,273,237.29","R$ 732,412,034.69","202952"
"Rio Claro","Região Administrativa de Campinas","2015","Médio","B+","B+","C","B","B","A","C+","B","R$ 658,649,624.03","R$ 628,303,089.60","194087"
"Rio Claro","Região Administrativa de Campinas","2016","Médio","B","B+","C","B","B+","A","B","B","R$ 699,283,677.78","R$ 689,279,022.70","195490"
"Rio Claro","Região Administrativa de Campinas","2014","Médio","B+","B+","C","B","A","A","B","B","R$ 636,573,297.17","R$ 616,067,759.93","192460"
"Rio das Pedras","Região Administrativa de Campinas","2016","Médio","B","B","C","B","C","C","B","C","R$ 89,207,019.95","R$ 88,963,758.87","32594"
"Rio das Pedras","Região Administrativa de Campinas","2015","Médio","B","B+","C","B","C","C","C+","C","R$ 84,498,839.69","R$ 89,752,881.95","32154"
"Rio das Pedras","Região Administrativa de Campinas","2014","Médio","B+","A","C","B+","B","B","C","B","R$ 88,384,869.60","R$ 89,859,612.74","31593"
"Rio das Pedras","Região Administrativa de Campinas","2017","Médio","C","B","C","C","C","C","C+","C","R$ 94,101,406.80","R$ 94,587,100.07","33935"
"Rio Grande da Serra","Região Metropolitana de São Paulo","2016","Médio","C+","B","C","C+","C","B+","C","C","R$ 79,384,434.41","R$ 75,512,348.82","47508"
"Rio Grande da Serra","Região Metropolitana de São Paulo","2014","Médio","C","B","C","C+","C+","A","C","C+","R$ 62,093,459.56","R$ 103,283,750.65","46326"
"Rio Grande da Serra","Região Metropolitana de São Paulo","2015","Médio","C","B","C","B","C","B+","C","C+","R$ 70,481,536.47","R$ 68,719,197.20","46949"
"Rio Grande da Serra","Região Metropolitana de São Paulo","2017","Médio","B","C+","C","C+","C","A","B","C+","R$ 80,966,836.44","R$ 72,897,050.85","49408"
"Riolândia","Região Administrativa de São José do Rio Preto","2017","Pequeno","C+","B","C","C+","C","C","C+","C+","R$ 34,031,545.48","R$ 34,885,757.68","12086"
"Riolândia","Região Administrativa de São José do Rio Preto","2016","Pequeno","C+","B","B","B+","C","C","C+","B","R$ 35,198,250.42","R$ 36,370,809.20","11084"
"Riolândia","Região Administrativa de São José do Rio Preto","2014","Pequeno","A","B+","B+","B+","B","C","C+","B+","R$ 31,127,814.25","R$ 30,545,703.46","10910"
"Riolândia","Região Administrativa de São José do Rio Preto","2015","Pequeno","C+","B+","C","B","B","C","C","C+","R$ 31,261,499.36","R$ 31,993,760.40","11001"
"Riversul","Região Administrativa de Itapeva","2017","Pequeno","C","B","C","B","B+","C","C+","C+","R$ 17,461,718.53","R$ 18,032,813.46","5792"
"Riversul","Região Administrativa de Itapeva","2014","Pequeno","B+","B","C","B","B+","C","B","B","R$ 15,565,730.04","R$ 15,548,452.18","5947"
"Riversul","Região Administrativa de Itapeva","2015","Pequeno","C+","B","C","B","A","C","C","B","R$ 15,910,834.98","R$ 16,620,360.89","5893"
"Riversul","Região Administrativa de Itapeva","2016","Pequeno","C+","B+","C","B+","A","B+","C","B","R$ 17,472,714.16","R$ 16,057,215.20","5855"
"Rosana","Região Administrativa de Presidente Prudente","2016","Pequeno","B+","B+","B","B","B","C","C+","B","R$ 76,350,910.56","R$ 71,809,848.28","18791"
"Rosana","Região Administrativa de Presidente Prudente","2014","Pequeno","B+","B+","B+","B","B","C+","B","B+","R$ 64,101,733.93","R$ 65,332,832.01","19058"
"Rosana","Região Administrativa de Presidente Prudente","2015","Pequeno","B+","B+","B+","B","B","C","B","B","R$ 71,832,778.58","R$ 76,153,986.61","18894"
"Rosana","Região Administrativa de Presidente Prudente","2017","Pequeno","B","B+","C","B","B","C","C+","C+","R$ 79,748,551.48","R$ 80,955,724.07","17795"
"Roseira","Região Administrativa de São José dos Campos","2015","Pequeno","C+","B","B+","B","C","C","C+","B","R$ 31,450,342.64","R$ 31,510,060.50","10142"
"Roseira","Região Administrativa de São José dos Campos","2014","Pequeno","B","B","B","B+","C+","C","B","B","R$ 27,496,470.23","R$ 27,463,893.21","10029"
"Roseira","Região Administrativa de São José dos Campos","2016","Pequeno","B","B+","B+","B","C+","C","C+","B","R$ 30,159,422.43","R$ 30,867,102.66","10240"
"Roseira","Região Administrativa de São José dos Campos","2017","Pequeno","B","B","C+","B","C","C","C","C+","R$ 30,794,269.34","R$ 30,019,644.46","10512"
"Rubinéia","Região Administrativa de São José do Rio Preto","2017","Muito Pequeno","B","B","C","C+","B","C","C","C","R$ 22,987,269.07","R$ 20,426,892.68","3102"
"Rubinéia","Região Administrativa de São José do Rio Preto","2015","Muito Pequeno","B","B+","C+","B+","B","C","C","B","R$ 22,152,801.88","R$ 17,927,779.41","2934"
"Rubinéia","Região Administrativa de São José do Rio Preto","2016","Muito Pequeno","B+","A","C","B+","B+","C","C","B","R$ 24,997,920.80","R$ 20,035,442.60","2945"
"Rubinéia","Região Administrativa de São José do Rio Preto","2014","Muito Pequeno","A","A","C+","B","C","C","C+","B","R$ 20,868,045.53","R$ 19,610,016.60","2919"
"Rubiácea","Região Administrativa de Araçatuba","2015","Muito Pequeno","B","B+","C+","B+","C+","C","C+","B","R$ 12,409,680.53","R$ 13,102,982.55","2930"
"Rubiácea","Região Administrativa de Araçatuba","2014","Muito Pequeno","B+","B+","B","B","C","C","C+","B","R$ 13,011,180.67","R$ 13,163,873.39","2887"
"Rubiácea","Região Administrativa de Araçatuba","2017","Muito Pequeno","C+","B","C","B+","C+","C","B","C+","R$ 14,359,120.92","R$ 13,229,279.53","3046"
"Rubiácea","Região Administrativa de Araçatuba","2016","Muito Pequeno","B","B+","C+","A","B","C","C","B","R$ 13,831,473.50","R$ 13,114,716.61","2965"
"Sabino","Região Administrativa de Bauru","2014","Pequeno","B+","C+","B","B","A","C","C+","B","R$ 19,728,876.41","R$ 21,291,693.18","5326"
"Sabino","Região Administrativa de Bauru","2016","Pequeno","C+","C+","C","B","B","C","C","C","R$ 23,230,326.79","R$ 23,455,197.53","5377"
"Sabino","Região Administrativa de Bauru","2015","Pequeno","B","B+","C+","B","B+","C","C","B","R$ 20,134,205.28","R$ 21,251,465.04","5354"
"Sabino","Região Administrativa de Bauru","2017","Pequeno","C","B","C+","B","B","C","C+","C+","R$ 21,267,258.04","R$ 21,003,271.35","5549"
"Sagres","Região Administrativa de Presidente Prudente","2017","Muito Pequeno","C","B","C","B","C+","C","C","C+","R$ 12,046,199.88","R$ 12,053,972.63","2453"
"Sagres","Região Administrativa de Presidente Prudente","2014","Muito Pequeno","B+","B+","B","B","B","C","C","B","R$ 11,369,812.36","R$ 12,257,639.15","2372"
"Sagres","Região Administrativa de Presidente Prudente","2015","Muito Pequeno","C+","C+","B","B","C","C","C+","C+","R$ 10,604,349.75","R$ 10,870,248.44","2366"
"Sagres","Região Administrativa de Presidente Prudente","2016","Muito Pequeno","C+","C+","B+","B+","C+","C","C","B","R$ 11,995,676.32","R$ 11,152,504.25","2365"
"Sales","Região Administrativa de São José do Rio Preto","2014","Pequeno","B","B+","C+","B+","C","C","C+","B","R$ 27,609,578.48","R$ 27,081,607.92","5714"
"Sales","Região Administrativa de São José do Rio Preto","2015","Pequeno","B","A","B+","B+","C","C","C","B","R$ 25,696,625.91","R$ 23,337,503.23","5784"
"Sales","Região Administrativa de São José do Rio Preto","2016","Pequeno","B+","B+","B+","B+","B","C","C","B+","R$ 29,537,408.93","R$ 27,914,179.18","5836"
"Sales","Região Administrativa de São José do Rio Preto","2017","Pequeno","B","B+","C","B","C+","C","C","C+","R$ 29,092,559.04","R$ 27,150,442.14","6144"
"Sales Oliveira","Região Administrativa de Franca","2015","Pequeno","C+","B","C+","B+","C","C","C","C+","R$ 37,341,243.18","R$ 35,419,672.22","11083"
"Sales Oliveira","Região Administrativa de Franca","2016","Pequeno","C","B","B","B+","C+","C","C+","C+","R$ 45,319,102.56","R$ 41,690,953.79","11169"
"Sales Oliveira","Região Administrativa de Franca","2014","Pequeno","B+","B+","C+","B","B","C","B","B","R$ 32,663,436.82","R$ 31,819,950.71","10975"
"Sales Oliveira","Região Administrativa de Franca","2017","Pequeno","C+","C+","C","B+","B","C","B","C+","R$ 39,972,650.23","R$ 36,537,917.64","11641"
"Salesópolis","Região Metropolitana de São Paulo","2016","Pequeno","C","C","C","C+","A","C","C","C","R$ 38,279,996.72","R$ 43,806,526.16","16346"
"Salesópolis","Região Metropolitana de São Paulo","2017","Pequeno","C","C+","C","C","B+","C","C","C","R$ 38,311,967.96","R$ 38,244,988.38","16903"
"Salesópolis","Região Metropolitana de São Paulo","2015","Pequeno","C","B","C","B+","B+","C","C+","C","R$ 35,700,136.62","R$ 35,690,205.75","16226"
"Salesópolis","Região Metropolitana de São Paulo","2014","Pequeno","C+","B","C","B","A","C","C","C","R$ 33,112,912.46","R$ 37,219,354.23","16104"
"Salmourão","Região Administrativa de Presidente Prudente","2017","Pequeno","C","C+","C","C","C+","C","C","C","R$ 14,147,825.79","R$ 14,503,433.40","5222"
"Salmourão","Região Administrativa de Presidente Prudente","2015","Muito Pequeno","C+","B","B+","C+","C","C","C","C+","R$ 12,847,274.53","R$ 13,369,713.56","4960"
"Salmourão","Região Administrativa de Presidente Prudente","2016","Muito Pequeno","B","B","B","B+","C","C","C","B","R$ 14,441,179.48","R$ 14,345,557.75","4991"
"Salmourão","Região Administrativa de Presidente Prudente","2014","Muito Pequeno","B+","B","A","B","C","C","C","B","R$ 14,128,483.50","R$ 13,933,823.66","4930"
"Saltinho","Região Administrativa de Campinas","2016","Pequeno","B","C+","C","B+","C+","C","C","C+","R$ 23,977,485.41","R$ 23,987,798.81","7584"
"Saltinho","Região Administrativa de Campinas","2015","Pequeno","C+","B+","C","B+","C+","C","C","B","R$ 23,186,739.40","R$ 22,769,649.13","7517"
"Saltinho","Região Administrativa de Campinas","2017","Pequeno","B","C","C","B+","B+","C","C","C+","R$ 25,791,176.31","R$ 24,642,917.31","8019"
"Saltinho","Região Administrativa de Campinas","2014","Pequeno","A","B+","C","A","B","C","C","B","R$ 22,503,634.78","R$ 22,738,139.77","7420"
"Salto","Região Administrativa de Sorocaba","2016","Médio","C+","B+","B+","B+","B+","B","C+","B","R$ 324,457,101.44","R$ 327,578,243.88","111492"
"Salto","Região Administrativa de Sorocaba","2015","Médio","B+","A","B+","B+","B","B","C","B+","R$ 295,199,315.96","R$ 292,830,580.49","110542"
"Salto","Região Administrativa de Sorocaba","2017","Médio","C+","B","C","B","B+","A","B+","C+","R$ 324,660,728.69","R$ 322,255,957.40","116191"
"Salto","Região Administrativa de Sorocaba","2014","Médio","B+","A","C","B+","B+","C+","B","B","R$ 271,086,076.67","R$ 264,548,481.76","109496"
"Salto de Pirapora","Região Administrativa de Sorocaba","2017","Médio","C","B+","B","B","B","C","B","B","R$ 119,802,421.96","R$ 119,093,116.00","44397"
"Salto de Pirapora","Região Administrativa de Sorocaba","2014","Médio","A","B+","B","B+","B+","B","C+","B+","R$ 113,901,512.93","R$ 95,877,936.36","41826"
"Salto de Pirapora","Região Administrativa de Sorocaba","2015","Médio","C+","A","C","B","B+","B+","C+","B","R$ 122,891,948.26","R$ 114,272,272.93","42273"
"Salto de Pirapora","Região Administrativa de Sorocaba","2016","Médio","B","B+","C","B+","A","B+","B","B","R$ 133,954,654.42","R$ 121,270,512.74","42656"
"Salto Grande","Região Administrativa de Marília","2017","Pequeno","B","C+","C","B","B","B","C","C+","R$ 26,677,439.40","R$ 26,332,540.72","9287"
"Salto Grande","Região Administrativa de Marília","2014","Pequeno","B","B+","B+","B","B+","C","C","B","R$ 22,331,004.33","R$ 22,312,765.50","8900"
"Salto Grande","Região Administrativa de Marília","2015","Pequeno","B","B","B","B+","B","B","C","B","R$ 24,169,504.91","R$ 24,017,863.84","8930"
"Salto Grande","Região Administrativa de Marília","2016","Pequeno","C+","C+","B","B","C","C","C","C+","R$ 25,238,029.60","R$ 28,073,517.47","8962"
"Sandovalina","Região Administrativa de Presidente Prudente","2016","Muito Pequeno","B","B+","C","B","A","C","C","B","R$ 27,328,271.83","R$ 27,619,480.22","4009"
"Sandovalina","Região Administrativa de Presidente Prudente","2015","Muito Pequeno","B","B+","C","B","A","C","C","B","R$ 25,615,812.37","R$ 25,693,471.91","3960"
"Sandovalina","Região Administrativa de Presidente Prudente","2017","Muito Pequeno","C+","B","C","B","B+","C","C","C","R$ 27,524,414.57","R$ 25,945,947.12","4174"
"Sandovalina","Região Administrativa de Presidente Prudente","2014","Muito Pequeno","A","B+","B+","B","B","C","C","B+","R$ 25,173,257.07","R$ 26,659,336.85","3905"
"Santa Adélia","Região Administrativa de São José do Rio Preto","2014","Pequeno","B","B+","B+","B+","B+","C","C+","B","R$ 48,272,431.77","R$ 49,505,684.73","14570"
"Santa Adélia","Região Administrativa de São José do Rio Preto","2017","Pequeno","C+","C+","C","B","B+","C+","C","C+","R$ 40,654,016.56","R$ 41,282,033.22","15331"
"Santa Adélia","Região Administrativa de São José do Rio Preto","2016","Pequeno","C+","B+","C","B+","B+","C+","C","B","R$ 39,599,237.41","R$ 39,475,494.33","14683"
"Santa Adélia","Região Administrativa de São José do Rio Preto","2015","Pequeno","C+","B+","C+","B+","B+","C","C","B","R$ 46,341,663.22","R$ 46,259,064.42","14631"
"Santa Albertina","Região Administrativa de São José do Rio Preto","2016","Pequeno","C+","B","B+","B+","C","C","C","B","R$ 27,652,593.24","R$ 22,445,847.30","5698"
"Santa Albertina","Região Administrativa de São José do Rio Preto","2014","Pequeno","B+","A","A","B+","C+","C","C","B+","R$ 23,392,799.71","R$ 21,217,518.39","5707"
"Santa Albertina","Região Administrativa de São José do Rio Preto","2017","Pequeno","C","B+","C","C+","C","C","C","C+","R$ 25,441,761.61","R$ 25,666,637.18","5999"
"Santa Albertina","Região Administrativa de São José do Rio Preto","2015","Pequeno","B","C+","B+","B+","C","C","C","B","R$ 22,503,174.67","R$ 19,566,290.17","5704"
"Santa Branca","Região Administrativa de São José dos Campos","2016","Pequeno","B+","A","B+","B","C","B+","C","B+","R$ 41,519,661.80","R$ 43,433,297.14","14019"
"Santa Branca","Região Administrativa de São José dos Campos","2014","Pequeno","B+","B+","B+","B+","C","B+","C","B+","R$ 37,328,314.66","R$ 36,295,005.57","13934"
"Santa Branca","Região Administrativa de São José dos Campos","2015","Pequeno","B+","B+","B+","B+","C+","B+","C","B+","R$ 38,995,885.85","R$ 39,534,389.90","13979"
"Santa Branca","Região Administrativa de São José dos Campos","2017","Pequeno","C+","B+","C+","C+","C","C+","C","C+","R$ 42,506,011.23","R$ 43,004,415.33","14667"
"Santa Bárbara d'Oeste","Região Administrativa de Campinas","2016","Médio","B+","B+","C","B","B","A","B","B","R$ 459,095,140.23","R$ 468,251,035.24","185487"
"Santa Bárbara d'Oeste","Região Administrativa de Campinas","2017","Médio","B+","B+","C","C+","B+","B+","B","B","R$ 487,316,684.97","R$ 508,262,755.16","191889"
"Santa Bárbara d'Oeste","Região Administrativa de Campinas","2015","Médio","B+","B+","B","B","B","B","B","B","R$ 408,248,854.04","R$ 446,409,305.16","184682"
"Santa Bárbara d'Oeste","Região Administrativa de Campinas","2014","Médio","A","B","C","B","B+","A","B","B","R$ 404,200,990.83","R$ 410,107,072.27","183720"
"Santa Clara d'Oeste","Região Administrativa de São José do Rio Preto","2016","Muito Pequeno","B+","B+","B","B+","B","C","C","C","R$ 15,162,815.64","R$ 13,730,662.61","2044"
"Santa Clara d'Oeste","Região Administrativa de São José do Rio Preto","2014","Muito Pequeno","B+","B+","C+","B+","B","C","C","B","R$ 14,345,685.99","R$ 15,383,297.35","2059"
"Santa Clara d'Oeste","Região Administrativa de São José do Rio Preto","2017","Muito Pequeno","B+","B","B","B+","A","C","C","B","R$ 15,426,564.18","R$ 15,312,848.99","2134"
"Santa Clara d'Oeste","Região Administrativa de São José do Rio Preto","2015","Muito Pequeno","B","B+","C+","B","B","C","C","B","R$ 13,504,782.57","R$ 13,861,054.77","2053"
"Santa Cruz da Conceição","Região Administrativa de Campinas","2017","Muito Pequeno","B","B+","B","B+","C+","B","C","B","R$ 20,708,006.75","R$ 21,752,715.64","4409"
"Santa Cruz da Conceição","Região Administrativa de Campinas","2014","Muito Pequeno","B+","B+","A","B+","C+","C","C+","B+","R$ 19,160,677.68","R$ 19,495,284.45","4143"
"Santa Cruz da Conceição","Região Administrativa de Campinas","2016","Muito Pequeno","B+","B+","C","B+","B","C","C","B","R$ 20,991,299.49","R$ 19,761,008.92","4213"
"Santa Cruz da Conceição","Região Administrativa de Campinas","2015","Muito Pequeno","B","B+","C","B+","C+","C","C","C+","R$ 18,789,526.43","R$ 18,003,526.49","4180"
"Santa Cruz da Esperança","Região Administrativa de Ribeirão Preto","2016","Muito Pequeno","B","B+","C","B","B+","B+","C","B","R$ 14,563,196.06","R$ 14,386,188.69","2030"
"Santa Cruz da Esperança","Região Administrativa de Ribeirão Preto","2014","Muito Pequeno","A","B+","C","B","B","C","C","B","R$ 13,864,099.40","R$ 13,220,470.10","2004"
"Santa Cruz da Esperança","Região Administrativa de Ribeirão Preto","2017","Muito Pequeno","B","B+","C","C","A","A","C","B","R$ 13,689,396.49","R$ 14,680,030.02","2110"
"Santa Cruz da Esperança","Região Administrativa de Ribeirão Preto","2015","Muito Pequeno","B","A","C+","B+","B+","C","C","B","R$ 12,698,545.92","R$ 13,283,988.36","2018"
"Santa Cruz das Palmeiras","Região Administrativa de Campinas","2014","Médio","B","B+","A","B+","B","B","B+","B+","R$ 62,443,598.88","R$ 62,339,768.27","31492"
"Santa Cruz das Palmeiras","Região Administrativa de Campinas","2017","Médio","C+","C+","B","C","B","B","C","C+","R$ 72,421,947.03","R$ 75,085,503.92","33455"
"Santa Cruz das Palmeiras","Região Administrativa de Campinas","2015","Médio","B","B","C+","B+","B+","C+","B","B","R$ 62,813,990.29","R$ 63,626,407.01","31905"
"Santa Cruz das Palmeiras","Região Administrativa de Campinas","2016","Médio","B","B","C+","B","B","B+","B+","B","R$ 65,664,617.59","R$ 66,414,816.29","32262"
"Santa Cruz do Rio Pardo","Região Administrativa de Marília","2016","Médio","B+","A","B","B+","B+","B","B","B+","R$ 135,590,957.15","R$ 134,541,124.31","45235"
"Santa Cruz do Rio Pardo","Região Administrativa de Marília","2015","Médio","B+","A","B","B+","B+","B+","B","B+","R$ 127,023,561.59","R$ 125,952,789.94","45019"
"Santa Cruz do Rio Pardo","Região Administrativa de Marília","2014","Médio","A","A","C+","B+","A","C","B","B+","R$ 112,929,203.52","R$ 114,691,697.16","44791"
"Santa Cruz do Rio Pardo","Região Administrativa de Marília","2017","Médio","B+","B+","C","B+","A","B","C","B","R$ 141,989,413.07","R$ 140,035,270.44","47148"
"Santa Ernestina","Região Administrativa Central","2014","Pequeno","B+","B","C","B+","B+","C+","C","B","R$ 15,087,430.98","R$ 15,670,760.69","5546"
"Santa Ernestina","Região Administrativa Central","2017","Pequeno","C+","C+","C","B","B","C","C+","C+","R$ 17,742,606.26","R$ 17,142,223.91","5662"
"Santa Ernestina","Região Administrativa Central","2016","Pequeno","C+","B+","C+","B","B+","C","C","B","R$ 16,824,570.49","R$ 16,573,743.00","5538"
"Santa Ernestina","Região Administrativa Central","2015","Pequeno","C+","B","C","C+","B+","C","C","C","R$ 15,594,618.02","R$ 16,213,572.62","5541"
"Santa Fé do Sul","Região Administrativa de São José do Rio Preto","2016","Médio","B+","B+","C","A","B+","C","B","B","R$ 146,913,804.45","R$ 137,053,815.15","30204"
"Santa Fé do Sul","Região Administrativa de São José do Rio Preto","2017","Médio","B+","B+","C","B+","B+","C","B","B","R$ 148,354,999.15","R$ 143,581,433.44","31802"
"Santa Fé do Sul","Região Administrativa de São José do Rio Preto","2015","Médio","B+","B","C","B+","B","C","B","B","R$ 133,782,003.31","R$ 126,553,494.68","30056"
"Santa Fé do Sul","Região Administrativa de São José do Rio Preto","2014","Médio","A","B+","C","B+","B","C","B","B","R$ 119,638,923.82","R$ 117,084,879.25","29886"
"Santa Gertrudes","Região Administrativa de Campinas","2015","Médio","B+","B+","C","B+","B+","B","B","B","R$ 83,323,964.62","R$ 83,242,220.27","23943"
"Santa Gertrudes","Região Administrativa de Campinas","2016","Médio","B+","B","C","B+","B","C+","C+","B","R$ 88,635,272.66","R$ 89,024,926.37","24376"
"Santa Gertrudes","Região Administrativa de Campinas","2014","Médio","B","B+","B+","B+","A","C","B","B+","R$ 78,950,207.57","R$ 77,924,970.33","23450"
"Santa Gertrudes","Região Administrativa de Campinas","2017","Médio","B+","C+","C","C","A","C","B","C+","R$ 93,582,910.12","R$ 95,702,114.02","25637"
"Santa Isabel","Região Metropolitana de São Paulo","2015","Médio","B+","B","C","B+","B","C+","B","B","R$ 140,253,865.15","R$ 143,177,036.71","52875"
"Santa Isabel","Região Metropolitana de São Paulo","2017","Médio","C+","B","C","B+","B","C","B","C+","R$ 139,265,007.16","R$ 139,020,528.21","56014"
"Santa Isabel","Região Metropolitana de São Paulo","2014","Médio","A","B","C","B+","B","C","B","B","R$ 119,855,567.50","R$ 122,690,787.96","52369"
"Santa Isabel","Região Metropolitana de São Paulo","2016","Médio","B+","C+","C","B+","B+","C","B","C","R$ 136,183,093.63","R$ 132,618,215.35","53310"
"Santa Lúcia","Região Administrativa Central","2015","Pequeno","B","B","B+","B","B+","B","C","B","R$ 17,258,610.59","R$ 18,523,512.56","8415"
"Santa Lúcia","Região Administrativa Central","2017","Pequeno","B","C","C","B+","B","C","C","C","R$ 19,388,609.77","R$ 17,968,461.51","8758"
"Santa Lúcia","Região Administrativa Central","2016","Pequeno","B+","C+","B+","B","C+","C","C","B","R$ 18,610,632.35","R$ 18,026,451.06","8444"
"Santa Lúcia","Região Administrativa Central","2014","Pequeno","A","B","B","B","B","C+","C","B","R$ 17,890,977.10","R$ 19,837,441.98","8381"
"Santa Maria da Serra","Região Administrativa de Campinas","2014","Pequeno","B+","B+","C+","B+","C+","C","C+","B","R$ 18,769,864.68","R$ 17,827,191.23","5698"
"Santa Maria da Serra","Região Administrativa de Campinas","2017","Pequeno","B+","B","C+","B","C","C+","C","B","R$ 20,077,792.43","R$ 19,039,382.14","6021"
"Santa Maria da Serra","Região Administrativa de Campinas","2015","Pequeno","B+","B+","C+","B+","C+","C","C","B","R$ 18,466,881.94","R$ 18,829,183.40","5774"
"Santa Maria da Serra","Região Administrativa de Campinas","2016","Pequeno","B+","B+","A","B+","C","C","C","B","R$ 19,936,839.84","R$ 20,016,760.81","5845"
"Santa Mercedes","Região Administrativa de Presidente Prudente","2015","Muito Pequeno","B","B+","B","B","C+","C","C","B","R$ 12,754,552.10","R$ 13,450,208.27","2816"
"Santa Mercedes","Região Administrativa de Presidente Prudente","2017","Muito Pequeno","C","B+","C","B","C","C","C","C","R$ 13,016,093.83","R$ 13,558,663.28","2945"
"Santa Mercedes","Região Administrativa de Presidente Prudente","2016","Muito Pequeno","B","B+","C+","B","B","C","C","B","R$ 13,059,739.44","R$ 12,662,581.96","2815"
"Santa Mercedes","Região Administrativa de Presidente Prudente","2014","Muito Pequeno","B+","A","B+","B+","C+","C","C+","B+","R$ 12,951,049.14","R$ 12,906,559.45","2819"
